sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,c_charge_desc,priors_count,two_year_recid
Male,23,Less than 25,African-American,0,0,0,F,Unauth Poss ID Card or DL,1,1
Female,20,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,29,25 - 45,Caucasian,0,0,0,M,Criminal Mischief Damage <$200,7,1
Male,24,Less than 25,African-American,0,0,0,F,Robbery W/Firearm,1,0
Female,54,Greater than 45,Caucasian,0,0,0,M,Resist Officer w/Violence,1,0
Male,66,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,3,0
Male,50,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,8,0
Male,50,Greater than 45,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,7,0
Male,40,25 - 45,Caucasian,0,0,0,F,Felony Driving While Lic Suspd,3,0
Female,30,25 - 45,African-American,0,0,0,M,Operating W/O Valid License,4,1
Female,24,Less than 25,Caucasian,0,0,0,F,arrest case no charge,2,0
Male,24,Less than 25,Hispanic,0,0,0,F,Felony Battery,0,1
Female,23,Less than 25,African-American,0,0,0,F,arrest case no charge,3,1
Male,24,Less than 25,African-American,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,4,1
Male,54,Greater than 45,Caucasian,0,0,0,M,Operating W/O Valid License,3,1
Male,25,25 - 45,Caucasian,0,0,2,M,Possess Cannabis/20 Grams Or Less,4,0
Male,46,Greater than 45,Caucasian,0,0,0,M,Viol Pretrial Release Dom Viol,1,0
Female,35,25 - 45,Hispanic,0,0,0,F,Felony Battery w/Prior Convict,10,0
Male,25,25 - 45,Other,0,0,0,F,Burglary Unoccupied Dwelling,1,0
Female,22,Less than 25,Caucasian,0,0,0,M,Disorderly Conduct,0,0
Female,32,25 - 45,Caucasian,0,0,0,F,Tamper With Witness/Victim/CI,1,0
Male,25,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,0,1
Male,22,Less than 25,African-American,0,0,0,F,arrest case no charge,3,1
Male,33,25 - 45,African-American,0,0,0,F,Driving While License Revoked,16,1
Female,49,Greater than 45,Caucasian,0,0,0,M,Battery,0,1
Male,30,25 - 45,African-American,0,0,0,F,arrest case no charge,10,0
Male,33,25 - 45,African-American,0,0,0,M,Battery,4,1
Male,24,Less than 25,African-American,0,0,0,F,Poss Unlaw Issue Driver Licenc,0,0
Male,33,25 - 45,African-American,0,0,1,M,Battery,12,1
Male,37,25 - 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,0,0
Female,40,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,27,25 - 45,Caucasian,0,0,0,F,Resist Officer w/Violence,1,0
Male,43,25 - 45,African-American,0,0,0,F,Felony Battery,9,1
Male,26,25 - 45,Caucasian,0,0,0,F,arrest case no charge,11,0
Male,35,25 - 45,African-American,0,0,0,F,Driving While License Revoked,5,1
Male,25,25 - 45,African-American,0,1,0,F,Grand Theft in the 3rd Degree,11,1
Male,61,Greater than 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,1,1
Male,53,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,1
Female,27,25 - 45,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Female,52,Greater than 45,African-American,0,0,0,F,Uttering a Forged Instrument,1,0
Male,26,25 - 45,Caucasian,0,0,0,M,Petit Theft,7,1
Male,39,25 - 45,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,1
Male,47,Greater than 45,African-American,0,0,0,F,arrest case no charge,5,0
Male,50,Greater than 45,Caucasian,0,0,0,F,Possession of Hydromorphone,1,0
Female,52,Greater than 45,Caucasian,0,0,0,M,Theft/To Deprive,6,0
Female,41,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,37,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Female,24,Less than 25,African-American,0,0,0,F,Retail Theft $300 1st Offense,0,0
Female,34,25 - 45,African-American,0,0,0,F,Crim Use of Personal ID Info,14,0
Male,24,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,5,1
Male,20,Less than 25,Other,0,0,0,M,Burglary Dwelling Occupied,0,1
Male,25,25 - 45,Caucasian,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,1
Male,31,25 - 45,Caucasian,0,0,0,M,Resist/Obstruct W/O Violence,3,0
Female,62,Greater than 45,Caucasian,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,0
Male,23,Less than 25,Caucasian,0,0,0,F,arrest case no charge,0,1
Female,60,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,35,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Female,24,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Female,56,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,1
Male,30,25 - 45,Caucasian,0,0,0,M,Driving Under The Influence,0,0
Male,41,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,17,1
Male,35,25 - 45,Caucasian,0,0,0,F,Felony Driving While Lic Suspd,4,1
Female,28,25 - 45,Caucasian,0,0,0,M,Intoxicated/Safety Of Another,0,0
Male,23,Less than 25,African-American,0,1,0,M,Gambling/Gamb Paraphernalia,1,0
Male,56,Greater than 45,African-American,0,0,0,F,Neglect/Abuse Elderly Person,0,0
Male,23,Less than 25,African-American,0,0,0,F,Traffick Amphetamine 28g><200g,2,1
Male,20,Less than 25,Hispanic,0,0,0,F,Burglary Unoccupied Dwelling,0,1
Male,37,25 - 45,Hispanic,0,1,0,F,arrest case no charge,4,0
Male,23,Less than 25,Caucasian,0,1,0,M,Battery,1,0
Male,21,Less than 25,African-American,0,0,0,F,Burglary Unoccupied Dwelling,0,1
Female,21,Less than 25,African-American,1,2,2,F,Grand Theft In The 3Rd Degree,3,0
Female,35,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,33,25 - 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,3,0
Male,21,Less than 25,Hispanic,0,0,0,F,Uttering a Forged Instrument,0,0
Male,41,25 - 45,African-American,2,1,0,M,Poss Of Controlled Substance,9,0
Male,24,Less than 25,African-American,0,0,0,F,Burglary Conveyance Unoccup,0,0
Male,20,Less than 25,Hispanic,0,0,0,F,Burglary Conveyance Unoccup,2,1
Male,28,25 - 45,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",9,1
Male,25,25 - 45,Native American,0,0,0,F,Burglary Conveyance Assault/Bat,7,0
Male,49,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,3,0
Female,22,Less than 25,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,21,Less than 25,African-American,0,0,0,F,Burglary Conveyance Unoccup,0,1
Female,27,25 - 45,African-American,0,0,0,F,Grand Theft (Motor Vehicle),3,1
Male,32,25 - 45,African-American,0,0,0,F,arrest case no charge,4,1
Male,50,Greater than 45,African-American,0,0,0,M,Assault,4,0
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,34,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,35,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,25,25 - 45,African-American,0,0,1,F,Robbery / No Weapon,4,1
Female,33,25 - 45,Caucasian,0,0,0,F,Criminal Mischief,2,1
Male,25,25 - 45,Other,0,0,0,M,Battery,1,1
Male,30,25 - 45,Hispanic,0,0,0,M,Battery,0,0
Male,42,25 - 45,Native American,0,0,0,M,Driving License Suspended,0,0
Female,29,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,11,1
Female,32,25 - 45,African-American,0,0,0,F,arrest case no charge,6,1
Male,24,Less than 25,Other,0,0,0,F,Possession of Cannabis,5,0
Male,52,Greater than 45,African-American,0,0,0,F,arrest case no charge,3,0
Female,26,25 - 45,Caucasian,0,0,0,M,Battery,3,0
Male,31,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,2,1
Male,38,25 - 45,Hispanic,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,47,Greater than 45,Caucasian,0,0,0,M,Driving License Suspended,2,0
Male,25,25 - 45,African-American,0,0,0,F,arrest case no charge,5,0
Female,30,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,0,0
Male,20,Less than 25,African-American,0,0,0,M,Battery,0,1
Female,29,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,24,Less than 25,Asian,0,0,0,F,Unauth Poss ID Card or DL,0,0
Male,31,25 - 45,Caucasian,0,0,0,F,Del of JWH-250 2-Methox 1-Pentyl,0,0
Female,54,Greater than 45,Caucasian,0,0,0,F,Purchasing Of Alprazolam,12,0
Female,37,25 - 45,Caucasian,0,0,0,M,Driving Under The Influence,1,0
Male,43,25 - 45,Hispanic,0,0,0,M,Battery,0,1
Male,49,Greater than 45,Caucasian,0,0,0,F,Felony DUI (level 3),8,1
Female,33,25 - 45,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,0
Male,20,Less than 25,African-American,0,0,0,F,arrest case no charge,1,0
Male,42,25 - 45,African-American,0,0,0,M,Leaving Acc/Unattended Veh,0,0
Male,44,25 - 45,Caucasian,0,0,0,F,Unauthorized Interf w/Railroad,0,1
Male,28,25 - 45,African-American,0,0,0,F,arrest case no charge,5,1
Male,32,25 - 45,African-American,0,0,0,F,arrest case no charge,4,1
Male,28,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,7,1
Male,38,25 - 45,Caucasian,0,0,0,F,Aggravated Assault W/dead Weap,0,0
Male,38,25 - 45,African-American,0,0,0,F,Manufacture Cannabis,3,0
Male,21,Less than 25,Caucasian,0,0,0,F,Battery on Law Enforc Officer,1,0
Female,34,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,21,Less than 25,Caucasian,0,0,0,F,Possession of Cannabis,1,1
Male,36,25 - 45,African-American,0,0,0,F,Possession of Cocaine,1,1
Male,29,25 - 45,African-American,0,0,0,M,Aggravated Battery,0,1
Male,34,25 - 45,African-American,0,0,1,F,Possession of Cocaine,3,1
Male,38,25 - 45,African-American,0,0,0,M,arrest case no charge,1,0
Male,36,25 - 45,Caucasian,0,0,0,F,False Imprisonment,0,0
Male,32,25 - 45,Hispanic,0,0,0,M,Battery,0,0
Male,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,47,Greater than 45,Caucasian,0,0,0,M,DUI Property Damage/Injury,0,0
Male,20,Less than 25,African-American,0,0,0,F,Carrying Concealed Firearm,0,0
Female,25,25 - 45,African-American,0,0,0,F,Battery on Law Enforc Officer,2,1
Male,35,25 - 45,African-American,0,0,0,M,Battery,0,0
Female,30,25 - 45,Caucasian,0,0,0,F,Possession Of Lorazepam,1,0
Female,28,25 - 45,Caucasian,0,0,0,M,Battery,1,0
Male,30,25 - 45,Caucasian,0,0,0,M,Restraining Order Dating Viol,2,1
Female,45,Greater than 45,Caucasian,0,0,0,M,Battery,3,0
Male,24,Less than 25,African-American,0,0,0,M,arrest case no charge,2,1
Male,22,Less than 25,African-American,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,20,Less than 25,Other,0,8,1,F,Driving While License Revoked,8,1
Female,42,25 - 45,African-American,0,0,0,M,Battery,0,1
Male,24,Less than 25,African-American,1,1,0,F,arrest case no charge,8,1
Male,40,25 - 45,Hispanic,0,0,0,M,Solic to Commit Battery,0,0
Male,27,25 - 45,Other,0,0,0,F,Felony Battery (Dom Strang),1,0
Male,60,Greater than 45,African-American,0,0,0,F,Driving While License Revoked,12,0
Male,33,25 - 45,African-American,0,0,0,M,Battery,6,0
Male,34,25 - 45,African-American,0,0,0,M,Battery,2,1
Male,24,Less than 25,Caucasian,0,0,0,M,Battery,4,0
Male,27,25 - 45,African-American,0,0,0,M,Battery,0,1
Male,29,25 - 45,African-American,1,1,1,F,Carjacking with a Firearm,4,1
Male,21,Less than 25,Caucasian,1,0,1,F,Deliver Cannabis,1,1
Male,32,25 - 45,Hispanic,0,0,0,M,Battery,0,0
Male,30,25 - 45,Caucasian,0,0,0,F,arrest case no charge,10,1
Female,42,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,0,1
Male,32,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,1,0
Male,27,25 - 45,Other,0,0,0,F,Robbery / Weapon,0,0
Male,30,25 - 45,Caucasian,0,0,0,M,Battery,3,0
Male,22,Less than 25,African-American,0,0,0,F,arrest case no charge,1,1
Male,20,Less than 25,Caucasian,0,0,0,M,Battery,0,1
Male,57,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Male,51,Greater than 45,Caucasian,0,0,0,F,Felony Battery (Dom Strang),3,1
Male,21,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,22,Less than 25,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0,0
Male,35,25 - 45,African-American,0,0,0,F,Tampering With Physical Evidence,4,1
Female,54,Greater than 45,Caucasian,0,0,0,F,Battery Emergency Care Provide,1,0
Male,58,Greater than 45,Caucasian,0,0,0,F,Battery on Law Enforc Officer,2,0
Female,32,25 - 45,Caucasian,0,0,0,F,Child Abuse,0,1
Female,39,25 - 45,African-American,0,0,0,F,Possession of Cocaine,22,1
Male,30,25 - 45,Caucasian,0,0,0,M,Petit Theft,9,1
Male,20,Less than 25,African-American,0,0,0,F,Burglary Unoccupied Dwelling,0,1
Male,40,25 - 45,Other,0,0,0,M,Battery,0,0
Female,45,Greater than 45,Caucasian,0,0,0,M,DUI - Enhanced,5,0
Male,31,25 - 45,African-American,0,0,0,F,arrest case no charge,4,1
Male,23,Less than 25,Hispanic,0,0,0,F,Possession Of Alprazolam,4,0
Male,26,25 - 45,Hispanic,0,0,0,M,Petit Theft,0,1
Female,53,Greater than 45,Caucasian,0,0,0,M,Battery,1,0
Male,44,25 - 45,Caucasian,0,0,0,M,Possession of Cannabis,0,0
Female,44,25 - 45,Caucasian,0,0,0,M,Driving Under The Influence,1,0
Male,21,Less than 25,Caucasian,0,0,0,F,Obstruct Fire Equipment,0,1
Male,28,25 - 45,African-American,0,0,0,M,DUI Property Damage/Injury,0,0
Male,28,25 - 45,Caucasian,0,0,0,M,Battery,2,0
Male,24,Less than 25,African-American,0,0,0,F,Possession Burglary Tools,0,1
Male,28,25 - 45,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0
Male,53,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,4,0
Male,47,Greater than 45,Hispanic,0,0,0,F,arrest case no charge,1,0
Male,20,Less than 25,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,0
Male,21,Less than 25,African-American,0,0,0,M,Culpable Negligence,0,0
Male,30,25 - 45,Other,0,0,0,F,Aggravated Assault W/Dead Weap,1,1
Male,37,25 - 45,Caucasian,0,0,0,M,Battery,1,1
Male,60,Greater than 45,Hispanic,0,0,0,F,Aggravated Assault W/dead Weap,1,0
Male,26,25 - 45,Hispanic,0,0,0,M,Battery,1,1
Male,30,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,26,25 - 45,Caucasian,0,0,0,F,arrest case no charge,2,1
Female,26,25 - 45,African-American,0,0,0,F,Poss Pyrrolidinovalerophenone,5,1
Male,21,Less than 25,Hispanic,0,0,0,F,Possession of Cocaine,0,0
Female,39,25 - 45,African-American,0,0,0,F,arrest case no charge,1,0
Male,30,25 - 45,Other,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,44,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,45,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Male,30,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,0
Male,38,25 - 45,Asian,0,0,0,F,Aggravated Assault W/Dead Weap,2,0
Male,23,Less than 25,Caucasian,0,0,0,F,Deliver Cannabis,6,1
Male,37,25 - 45,African-American,0,0,0,F,Possession of Cannabis,1,0
Male,46,Greater than 45,Asian,0,0,0,M,Battery,0,0
Male,42,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,0,0
Female,20,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,0,1
Male,65,Greater than 45,Caucasian,0,0,0,M,Resist/Obstruct W/O Violence,2,0
Male,54,Greater than 45,Caucasian,0,0,0,M,Criminal Mischief>$200<$1000,4,0
Male,47,Greater than 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,7,1
Male,39,25 - 45,African-American,0,0,0,F,Felony Battery w/Prior Convict,5,1
Male,26,25 - 45,Caucasian,0,0,0,F,Delivery of Heroin,0,1
Male,29,25 - 45,Caucasian,0,0,0,M,Battery,7,1
Male,51,Greater than 45,Caucasian,0,0,0,F,Burglary Conveyance Unoccup,7,1
Male,44,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,49,Greater than 45,Caucasian,0,0,0,M,Possess Cannabis/20 Grams Or Less,12,0
Male,22,Less than 25,African-American,0,0,0,F,Poss Cocaine/Intent To Del/Sel,0,1
Male,32,25 - 45,African-American,0,0,0,M,Susp Drivers Lic 1st Offense,4,1
Male,27,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,30,25 - 45,Caucasian,0,0,0,M,DUI - Property Damage/Personal Injury,0,0
Male,22,Less than 25,African-American,0,3,1,F,arrest case no charge,6,1
Male,20,Less than 25,African-American,2,0,0,F,arrest case no charge,2,1
Male,28,25 - 45,Hispanic,0,0,0,M,Battery,11,0
Male,45,Greater than 45,Other,0,0,0,M,Battery,0,0
Female,51,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,5,0
Male,27,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,4,1
Male,32,25 - 45,African-American,0,0,0,F,Tampering With Physical Evidence,0,1
Male,43,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Female,63,Greater than 45,African-American,0,0,0,F,Exploit Elderly Person 20-100K,1,0
Male,37,25 - 45,Caucasian,0,0,0,F,Leaving the Scene of Accident,2,0
Male,26,25 - 45,African-American,0,0,0,F,Burglary Conveyance Unoccup,0,1
Male,32,25 - 45,African-American,1,2,0,F,Possession of Cocaine,17,1
Male,26,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,32,25 - 45,Other,0,0,0,F,Possession of Oxycodone,4,0
Male,39,25 - 45,Hispanic,0,0,0,F,arrest case no charge,3,0
Female,58,Greater than 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,4,0
Male,33,25 - 45,Other,0,0,0,M,Battery,0,0
Female,22,Less than 25,Caucasian,0,0,1,M,Driving Under The Influence,1,0
Male,26,25 - 45,African-American,0,0,0,M,Driving Under The Influence,6,1
Male,21,Less than 25,African-American,2,0,1,F,Possession of Cocaine,2,1
Female,29,25 - 45,African-American,0,0,0,F,Resist Officer w/Violence,1,1
Male,31,25 - 45,Caucasian,0,0,0,F,Grand Theft (Motor Vehicle),0,1
Male,43,25 - 45,Caucasian,0,0,0,F,arrest case no charge,2,0
Male,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,25,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,22,Less than 25,African-American,0,0,0,F,arrest case no charge,6,0
Male,30,25 - 45,African-American,0,0,0,F,Poss of Methylethcathinone,6,0
Male,25,25 - 45,African-American,0,3,1,F,"Poss3,4 Methylenedioxymethcath",15,1
Male,20,Less than 25,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,1
Male,39,25 - 45,Hispanic,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0
Male,31,25 - 45,African-American,0,0,0,F,arrest case no charge,3,1
Male,33,25 - 45,African-American,0,0,0,F,Corrupt Public Servant,1,1
Male,59,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,1,0
Male,21,Less than 25,Hispanic,0,0,2,F,arrest case no charge,1,0
Male,53,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,8,1
Male,34,25 - 45,Caucasian,0,0,0,M,arrest case no charge,2,0
Male,36,25 - 45,Caucasian,0,0,0,F,Possession Of Buprenorphine,6,0
Male,23,Less than 25,African-American,0,0,0,F,Possession Burglary Tools,0,0
Male,32,25 - 45,African-American,0,0,0,M,arrest case no charge,2,0
Male,32,25 - 45,African-American,0,0,0,M,arrest case no charge,11,1
Female,66,Greater than 45,Caucasian,0,0,0,M,Tresspass Struct/Conveyance,1,0
Male,66,Greater than 45,Other,0,0,0,M,Fleeing Or Attmp Eluding A Leo,0,0
Female,24,Less than 25,Caucasian,0,0,0,M,Battery,0,0
Male,30,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,7,1
Male,28,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,43,25 - 45,Caucasian,0,0,0,F,Burglary Dwelling Occupied,4,1
Male,35,25 - 45,African-American,0,0,0,M,Battery,3,0
Male,19,Less than 25,African-American,3,0,0,F,arrest case no charge,2,1
Male,33,25 - 45,Caucasian,0,0,0,F,Poss Alprazolam W/int Sell/Del,0,1
Male,22,Less than 25,African-American,0,0,0,M,Battery,1,1
Male,29,25 - 45,African-American,0,0,0,F,Tampering With Physical Evidence,0,0
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,62,Greater than 45,African-American,0,0,0,F,arrest case no charge,15,0
Female,33,25 - 45,Caucasian,0,0,0,M,Offer Agree Secure For Lewd Act,0,0
Male,35,25 - 45,African-American,0,0,0,M,Prostitution/Lewdness/Assign,1,0
Male,53,Greater than 45,Caucasian,0,0,0,F,Possession Of Alprazolam,0,0
Male,59,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,17,1
Female,48,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Female,33,25 - 45,African-American,0,0,0,F,Neglect Child / Bodily Harm,1,0
Male,44,25 - 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,0,0
Male,31,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,10,1
Male,28,25 - 45,African-American,0,0,1,F,Att Tamper w/Physical Evidence,2,1
Male,56,Greater than 45,Other,0,0,0,F,Trespass Structure w/Dang Weap,9,0
Male,51,Greater than 45,Hispanic,0,0,0,F,Possession Burglary Tools,1,0
Male,23,Less than 25,African-American,0,0,0,F,Burglary Structure Unoccup,0,1
Male,21,Less than 25,Hispanic,0,0,0,F,"Deliver 3,4 Methylenediox",0,0
Male,26,25 - 45,Caucasian,0,0,0,F,Poss Contr Subst W/o Prescript,0,0
Male,22,Less than 25,African-American,0,3,0,F,Possession of Benzylpiperazine,3,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,20,Less than 25,African-American,0,1,1,F,Burglary Unoccupied Dwelling,2,1
Male,44,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,41,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Female,28,25 - 45,African-American,0,0,1,F,"Poss3,4 Methylenedioxymethcath",4,0
Male,27,25 - 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,1,1
Male,31,25 - 45,Caucasian,0,0,0,M,Exposes Culpable Negligence,7,0
Male,23,Less than 25,Caucasian,0,0,0,F,arrest case no charge,5,1
Male,33,25 - 45,African-American,0,0,0,M,arrest case no charge,16,1
Male,26,25 - 45,African-American,0,0,0,F,Crimin Mischief Damage $1000+,3,1
Male,20,Less than 25,African-American,0,0,2,F,Tampering With Physical Evidence,0,0
Male,55,Greater than 45,Caucasian,0,0,0,M,Battery,2,1
Male,36,25 - 45,African-American,0,0,0,F,Driving While License Revoked,0,0
Male,48,Greater than 45,Other,0,0,0,F,Grand Theft (Motor Vehicle),4,1
Male,22,Less than 25,Other,0,0,0,F,arrest case no charge,5,1
Male,23,Less than 25,African-American,1,0,0,M,Battery,1,0
Male,34,25 - 45,African-American,0,2,1,F,False Ownership Info/Pawn Item,19,1
Female,59,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 1st Degree,1,0
Male,37,25 - 45,Caucasian,0,0,0,F,Cruelty Toward Child,0,1
Female,28,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,0,1
Male,20,Less than 25,African-American,1,0,1,F,arrest case no charge,1,1
Male,31,25 - 45,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0,0
Female,38,25 - 45,African-American,0,0,0,F,Possession of Cocaine,14,1
Male,33,25 - 45,African-American,0,0,0,F,Possession of Cannabis,0,1
Male,27,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,3,1
Male,25,25 - 45,Caucasian,0,0,0,M,Resist/Obstruct W/O Violence,2,1
Female,42,25 - 45,African-American,0,0,0,F,Burglary With Assault/battery,2,0
Male,22,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,3,1
Male,21,Less than 25,Other,0,0,0,F,Att Burgl Unoccupied Dwel,0,0
Male,57,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,15,0
Male,45,Greater than 45,Caucasian,0,0,0,F,Robbery / No Weapon,1,1
Female,21,Less than 25,African-American,0,0,0,M,Trespass Struct/Conveyance,1,1
Male,52,Greater than 45,Caucasian,0,0,0,M,Tresspass Struct/Conveyance,2,0
Male,29,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Female,37,25 - 45,African-American,0,0,0,M,Prostitution/Lewd Act Assignation,0,0
Male,34,25 - 45,Caucasian,0,0,1,F,Aggravated Assault w/Firearm,0,0
Male,53,Greater than 45,African-American,0,0,0,M,Battery,0,1
Female,30,25 - 45,African-American,0,0,0,F,Robbery / No Weapon,8,1
Male,35,25 - 45,Hispanic,0,0,0,M,Reckless Driving,0,0
Male,28,25 - 45,Caucasian,0,0,0,F,Aggravated Assault W/dead Weap,1,0
Male,21,Less than 25,African-American,0,0,0,F,Grand Theft Dwell Property,1,0
Male,22,Less than 25,African-American,0,0,0,F,Possession of Cannabis,1,0
Male,42,25 - 45,Caucasian,0,0,0,M,Battery,1,1
Male,26,25 - 45,African-American,0,0,0,F,Possession of Cannabis,3,1
Male,54,Greater than 45,African-American,0,0,0,M,arrest case no charge,9,0
Male,39,25 - 45,Other,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,1
Male,30,25 - 45,African-American,2,0,0,F,Felony Battery w/Prior Convict,20,1
Female,26,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,1
Male,41,25 - 45,African-American,0,0,0,M,Assault,0,0
Male,23,Less than 25,Caucasian,1,0,1,M,Viol Injunct Domestic Violence,5,1
Male,43,25 - 45,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1,1
Male,22,Less than 25,African-American,0,0,0,M,Susp Drivers Lic 1st Offense,0,1
Male,42,25 - 45,Hispanic,0,0,0,M,Driving License Suspended,3,0
Female,27,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,6,1
Female,42,25 - 45,African-American,0,0,0,M,arrest case no charge,2,0
Male,25,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,8,1
Male,49,Greater than 45,African-American,0,0,0,M,Battery,4,0
Male,26,25 - 45,African-American,1,0,0,F,arrest case no charge,7,1
Male,52,Greater than 45,Caucasian,0,0,0,F,Felony Driving While Lic Suspd,1,0
Female,60,Greater than 45,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,0
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,30,25 - 45,African-American,0,0,0,M,Driving License Suspended,2,0
Male,48,Greater than 45,African-American,0,0,0,F,arrest case no charge,9,1
Male,32,25 - 45,African-American,0,0,0,F,Driving While License Revoked,2,1
Male,28,25 - 45,Hispanic,0,0,1,F,Felony Battery (Dom Strang),3,1
Male,24,Less than 25,African-American,0,0,0,F,Felony Driving While Lic Suspd,5,1
Female,26,25 - 45,African-American,0,0,0,F,Neglect Child / No Bodily Harm,3,1
